date-time,author,message
2021-02-14 19:18:45,whistleblower gay biological man being feminine,masculinity ugliness and god idea create atacks on the planet as always it does
2021-02-14 19:19:03,MurderMan,nowhere in qur'an said 72 or the word virgin 
2021-02-14 19:19:03,Jonzy 87,🇬🇧🇬🇧🇬🇧🇬🇧😂
2021-02-14 19:19:05,carbikenetwork,you get 18 + 88 
2021-02-14 19:19:18,Rafiq Chaudery,Hazart Mirza Masroor Ahmad Khalifatul Messiah the V Man of peace in the world
2021-02-14 19:19:22,Jonzy 87,do you still hhav Jeruselem?
2021-02-14 19:19:28,Jonzy 87,islam
2021-02-14 19:19:30,MurderMan,even tho i wish to get them in paradise 
2021-02-14 19:19:52,Rafiq Chaudery,Messiah has Come
2021-02-14 19:20:09,carbikenetwork,i slam - if you don't belive me 
2021-02-14 19:20:09,duncan yourmate,"blow them up , fixed , "
2021-02-14 19:20:12,abcfriday,"Kosovo needs bitcoin and thats it, all problems solved"
2021-02-14 19:20:16,MurderMan,"i am not messiah, stop lying"
2021-02-14 19:20:17,whistleblower gay biological man being feminine,kosovo need to add anti bullyng law as well
2021-02-14 19:20:53,Conteh Abu Bakarr,abk
2021-02-14 19:20:58,Lion 211777,I'ma Keep Making Half A Billion A Week Under The Lie I'm Looking For My Twin 😂
2021-02-14 19:21:07,Sigment,#carbikenetwork . its not true...however people who were taught to turn other cheek slam them hard...recent two decades
2021-02-14 19:21:14,Rafiq Chaudery,Love for All hated for None
2021-02-14 19:21:26,Sigment,facts are facts
2021-02-14 19:21:33,TRUST TV. KASBA. B.BARIA.,r
2021-02-14 19:21:40,Rafiq Chaudery,Messiah has Come
2021-02-14 19:21:43,The Holy Magic Mirror Order,knowledge of why the infinity logo is~is
2021-02-14 19:21:48,MurderMan,@Rafiq Chaudery why do you love satan ?
2021-02-14 19:21:50,Sigment,and they slam and then steal also
2021-02-14 19:21:57,Ack Jass,"@carbikenetwork cmon man, you been living under aw rock last 60 yrs ? How you gonna get me 88 18 yr olds who are stil virgins in this day and age ????"
2021-02-14 19:21:57,MurderMan,"@Rafiq Chaudery qadiyani wrote that in winter time he used to go to toilet for at least 70 times to pee,and 270 times over all,and in summer time 100 times to pee and 300 overall,how did he do that?"
2021-02-14 19:22:18,duncan yourmate,lol
2021-02-14 19:22:26,Rafiq Chaudery,Messiah has Come
2021-02-14 19:22:32,Lion 211777,Bye
2021-02-14 19:22:39,rajat singh,anyone need kidney
2021-02-14 19:22:49,carbikenetwork,18 means ... 
2021-02-14 19:22:52,rajat singh,i am selling it
2021-02-14 19:22:52,The Holy Magic Mirror Order,if it's not forever... why do you need to know it?
2021-02-14 19:22:59,whistleblower gay biological man being feminine,masculinity ugliness and god idea create atacks on the planet as always it does
2021-02-14 19:23:03,duncan yourmate,lion adious 
2021-02-14 19:23:05,carbikenetwork,and 88 means 
2021-02-14 19:23:06,Rafiq Chaudery,Love for All hated for None
2021-02-14 19:23:13,carbikenetwork,google 
2021-02-14 19:23:22,Sigment,#rajat singh . for free?
2021-02-14 19:23:25,The Holy Magic Mirror Order,tone
2021-02-14 19:23:33,Jonzy 87,jesus is king ans the jews own Jerusalem lmao
2021-02-14 19:23:37,rajat singh,anyone need kidney i am selling it
2021-02-14 19:23:38,Filmi Raaj,Pakistani 2 territories arrested in jammu Kashmir
2021-02-14 19:23:43,duncan yourmate,88 = 60's buick 
2021-02-14 19:23:43,Rafiq Chaudery,Messiah has Come
2021-02-14 19:23:49,Sigment,ok
2021-02-14 19:23:50,bea nice,how much does a kidney bring these days?
2021-02-14 19:23:52,abcfriday,There is a country called Bahraini???
2021-02-14 19:23:57,whistleblower gay biological man being feminine,masculinity ugliness and god idea create atacks on the planet as always it does
2021-02-14 19:24:02,rajat singh,no sigem i will charge for it
2021-02-14 19:24:13,Rafiq Chaudery,Hazart Mirza Masroor Ahmad Khalifatul Messiah the V Man of peace in the world
2021-02-14 19:24:16,Sara Bungolia,Bahrain. 
2021-02-14 19:24:24,Sigment,ok rajat singh.
2021-02-14 19:24:41,carbikenetwork,google 18 - 88 
2021-02-14 19:24:44,rajat singh,do you need sigment
2021-02-14 19:24:48,duncan yourmate,"rajat hold onto kidney , "
2021-02-14 19:24:53,Sigment,no
2021-02-14 19:24:58,Mike Benedetto,Cops are cancer
2021-02-14 19:25:02,Sigment,just was asking
2021-02-14 19:25:05,emad zak,BOATS'
2021-02-14 19:25:10,Filmi Raaj,Pakistani its common 🙄 for surgical strike 👌😁😁
2021-02-14 19:25:17,Ack Jass,"lol, just kidding about under age virgins . but you have to admit finding a legal 18+ virgin is about as likely as finding a needle in a haystack these days "
2021-02-14 19:25:20,Rafiq Chaudery,Hazart Mirza Masroor Ahmad Khalifatul Messiah the V Man of peace in the world
2021-02-14 19:25:29,rajat singh,i am in much trouble any one need than contact me
2021-02-14 19:25:29,Cryptameria•,you are cancer Mike. say that when your car gets stolen
2021-02-14 19:25:34,ADOLF PORKY-SHENKO,Russia 💪 power and strentgh 
2021-02-14 19:25:42,Sara Bungolia,the the adult female doesnt look malnourished 
2021-02-14 19:25:45,Earth Turning,How bout giving food for her? No she has to go to hospital
2021-02-14 19:25:53,Mike Benedetto,issuance 
2021-02-14 19:25:59,Zaheer Mian,We are in England
2021-02-14 19:26:00,Betül Atar,I am 19 and I am virgin
2021-02-14 19:26:02,Filmi Raaj,India 💪👌
2021-02-14 19:26:02,duncan yourmate,"who whats a virgin , "
2021-02-14 19:26:03,Mike Benedetto,insurance 
2021-02-14 19:26:03,rajat singh,yourmate do you need
2021-02-14 19:26:13,Mike Benedetto,lmaso
2021-02-14 19:26:20,BuTtoN eYeS,Thanks for all the help Bezos.......👀..!!
2021-02-14 19:26:20,whistleblower gay biological man being feminine,imasculinity ugliness and god idea create atacks on the planet as always it does
2021-02-14 19:26:22,Chris Prasojo,hmm
2021-02-14 19:26:22,duncan yourmate,no
2021-02-14 19:26:23,bea nice,what kind of trouble leads someone to sell their organs on the blc
2021-02-14 19:26:34,Chris Prasojo,but why?
2021-02-14 19:26:38,Filmi Raaj,nadia khan?😁😁
2021-02-14 19:26:38,Mike Benedetto,INSURANCE 
2021-02-14 19:26:52,Ack Jass,hello limeys . hows everything across the pond ?!
2021-02-14 19:26:56,BuTtoN eYeS,Thanks for all the help Elon...👀..!!
2021-02-14 19:27:01,Rafiq Chaudery,Messiah has Come
2021-02-14 19:27:02,rajat singh,any one need kidney i am selling it
2021-02-14 19:27:20,duncan yourmate,i'm down under 
2021-02-14 19:27:22,Sigment,#emad zak . give me verse from your scripture where there is mention of 'return'? take you time.
2021-02-14 19:27:22,Cryptameria•,"depends, is it a tasty one"
2021-02-14 19:27:27,Rafiq Chaudery,Love for All hated for None
2021-02-14 19:27:30,Jonzy 87,so gloabal effort to help or that gana be christian countrys deal with poverty
2021-02-14 19:27:40,whistleblower gay biological man being feminine,masculinity ugliness and god idea create atacks on the planet as always it does
2021-02-14 19:27:43,duncan yourmate,"rajat keep it , savings "
2021-02-14 19:27:45,Mike Benedetto,Please pigs leave chat
2021-02-14 19:27:46,Filmi Raaj,rajat singh where are you from
2021-02-14 19:27:49,mahmud rahman,"coup, sabotage, killing, murder, demon-cracy, autumn-cracy, crazy"
2021-02-14 19:27:52,Rafiq Chaudery,Messiah has Come
